168 ; 3 ; 5 ; 2022-03-01T00:00 ; 3 ;  
169 ; 8 ; 3 ; 2022-03-02T00:00 ; 4 ;  
170 ; 8 ; 4 ; 2022-03-03T00:00 ; 4 ;  
171 ; 2 ; 7 ; 2022-03-04T00:00 ; 4 ;  
172 ; 8 ; 4 ; 2022-03-05T00:00 ; 5 ;  
173 ; 9 ; 7 ; 2022-03-06T00:00 ; 4 ;  
174 ; 12 ; 4 ; 2022-03-07T00:00 ; 3 ;  
175 ; 9 ; 2 ; 2022-03-08T00:00 ; 3 ;  
176 ; 24 ; 3 ; 2022-03-09T00:00 ; 5 ;  
177 ; 15 ; 2 ; 2022-03-10T00:00 ; 3 ;  
178 ; 9 ; 1 ; 2022-03-11T00:00 ; 4 ;  
179 ; 7 ; 6 ; 2022-03-12T00:00 ; 4 ;  
180 ; 23 ; 1 ; 2022-03-13T00:00 ; 5 ;  
181 ; 9 ; 5 ; 2022-03-14T00:00 ; 5 ;  
182 ; 6 ; 3 ; 2022-03-15T00:00 ; 5 ;  
183 ; 4 ; 5 ; 2022-03-16T00:00 ; 5 ;  
184 ; 2 ; 4 ; 2022-03-17T00:00 ; 5 ;  
185 ; 23 ; 5 ; 2022-03-18T00:00 ; 5 ;  
186 ; 11 ; 3 ; 2022-03-19T00:00 ; 4 ;  
187 ; 17 ; 2 ; 2022-03-20T00:00 ; 3 ;  
188 ; 8 ; 2 ; 2022-03-21T00:00 ; 4 ;  
189 ; 22 ; 6 ; 2022-03-22T00:00 ; 5 ;  
190 ; 20 ; 1 ; 2022-03-23T00:00 ; 5 ;  
191 ; 1 ; 5 ; 2022-03-24T00:00 ; 4 ;  
192 ; 9 ; 4 ; 2022-03-25T00:00 ; 4 ;  
193 ; 23 ; 3 ; 2022-03-26T00:00 ; 4 ;  
194 ; 2 ; 2 ; 2022-03-27T00:00 ; 4 ;  
195 ; 14 ; 5 ; 2022-03-28T00:00 ; 5 ;  
196 ; 14 ; 6 ; 2022-03-29T00:00 ; 4 ;  
197 ; 4 ; 2 ; 2022-03-30T00:00 ; 5 ;  
198 ; 23 ; 5 ; 2022-03-31T00:00 ; 5 ;  
199 ; 6 ; 5 ; 2022-04-01T00:00 ; 4 ;  
200 ; 15 ; 7 ; 2022-04-02T00:00 ; 5 ;  
